452, 422
455, 459
454, 459
443, 424

106, 351
102, 359
101, 394
50, 458
48, 457
102, 359
102, 354

373, 420
362, 441
328, 448
302, 424

258, 427
244, 436
245, 428

255, 381
285, 409
275, 416
247, 421
245, 428
196, 431
195, 431
247, 421

172, 387
173, 389
170, 390
142, 430
133, 402
170, 390

215, 375
199, 406
207, 429
195, 415
199, 406
192, 388
201, 380

181, 399
195, 415
191, 422

99, 404
92, 415
83, 418

387, 394
375, 417
345, 402
374, 396
377, 401
380, 395

451, 411
452, 414
441, 415
440, 414

318, 388
333, 396
339, 403
289, 413
285, 409

518, 381
547, 381
515, 391
556, 399
516, 408
505, 396
507, 393
515, 391
510, 390

162, 355
153, 366
156, 368
131, 394
133, 402
119, 406
120, 406
131, 394
131, 393
153, 366
148, 360
160, 350

339, 399
345, 402
342, 403

61, 284
57, 293
73, 293
41, 353
46, 375
31, 396
31, 399
26, 403
31, 396
33, 367
41, 353
35, 331
38, 285

115, 378
100, 402
101, 394

449, 382
450, 395
436, 402
434, 394
438, 384

54, 398
53, 401
53, 400

488, 378
490, 381
506, 381
504, 389
510, 390
507, 393
503, 394
503, 393
504, 389
497, 387
490, 381
482, 380

347, 363
351, 364
352, 365
366, 386
362, 394
342, 385
329, 383
328, 381
330, 380
342, 385
346, 386
346, 369
352, 365

57, 384
57, 387
51, 393
50, 389

575, 382
594, 389
595, 390
581, 387

564, 381
568, 385
566, 384

433, 380
440, 380
438, 384
431, 385
431, 384

223, 360
226, 355
228, 357
225, 359
223, 360
219, 361
223, 362
201, 380
190, 383
185, 368
189, 362
216, 360

314, 373
326, 378
328, 381
326, 382
321, 381

560, 371
568, 374
565, 375
568, 377
575, 378
583, 381
573, 381
568, 377
562, 377
562, 376
565, 375

459, 380
483, 375
483, 373
485, 375
483, 375
482, 380

448, 367
455, 367
455, 379
459, 380
456, 380
455, 379
449, 378

404, 363
415, 364
417, 372
427, 374
429, 379
429, 380
420, 380
417, 372
408, 370
402, 365

526, 367
529, 368
524, 373
553, 376
553, 379
548, 380
523, 375
524, 373
505, 372
507, 372
508, 370

396, 377
399, 379
396, 378

544, 351
540, 356
539, 356
551, 359
551, 362
548, 362
552, 365
552, 368
560, 371
562, 376
561, 376
562, 377
563, 379
560, 378
559, 377
561, 376
558, 376
553, 371
552, 368
543, 364
543, 363
548, 362
539, 356
540, 356
537, 354

555, 376
558, 376
559, 377

362, 359
363, 360
379, 361
377, 364
384, 365
392, 373
390, 376
373, 371
377, 364
364, 361
363, 360
361, 359

401, 367
404, 369
408, 370
413, 374
404, 369
401, 368

352, 365
373, 371
373, 372

510, 362
517, 364
509, 368
508, 370
503, 371
502, 371
509, 368

455, 361
477, 366
480, 370
455, 367

373, 351
381, 356
379, 360
380, 361
392, 362
396, 365
395, 367
384, 365
380, 361
379, 361
379, 360
371, 353

487, 354
484, 367
477, 366
457, 345

267, 352
273, 355
274, 356
274, 357
260, 357
259, 361
245, 366
236, 364
231, 359
260, 357
261, 353

116, 345
120, 341
114, 340
114, 338
124, 339
120, 341
124, 342
122, 364

411, 353
421, 355
425, 365
415, 364

169, 356
173, 363
166, 364
164, 360

516, 334
514, 320
500, 316
496, 307
496, 303
503, 302
497, 298
498, 297
508, 292
502, 288
504, 287
510, 290
510, 291
508, 292
511, 294
511, 300
503, 302
512, 308
514, 320
519, 322
516, 334
516, 338
518, 339
524, 340
519, 340
537, 354
536, 355
540, 356
537, 359
543, 363
542, 363
536, 361
537, 359
534, 356
536, 355
530, 353
517, 342
516, 341
519, 340
518, 339
516, 339

588, 355
599, 363
586, 355

515, 352
520, 362
520, 363
514, 351
513, 351
513, 350

385, 347
393, 349
384, 349
384, 350
398, 362
398, 363
392, 362
381, 356
384, 350
383, 349
384, 349

337, 357
345, 358
345, 362
336, 359

104, 314
104, 315
102, 317
102, 318
104, 318
103, 336
102, 337
103, 337
103, 338
102, 338
102, 337
98, 337
102, 338
96, 344
76, 361
102, 318
101, 318
102, 317

225, 360
223, 361
223, 360

445, 359
446, 356
447, 357
448, 360

321, 355
325, 356
328, 357
336, 359
336, 360
325, 356
322, 356

345, 356
347, 358
345, 358

453, 345
449, 358
447, 357
447, 355

237, 349
241, 349
243, 354
229, 358
228, 357

514, 348
530, 353
534, 356
529, 358
515, 352

433, 346
435, 348
434, 357
421, 355
419, 347

271, 351
272, 352
285, 353
276, 356
273, 355
272, 352
269, 352

311, 354
312, 355
304, 355

299, 354
304, 355
300, 355

141, 346
151, 348
144, 355
139, 348

326, 328
332, 336
334, 337
333, 337
333, 338
327, 339
316, 343
321, 353
319, 354
308, 350
306, 346
316, 343
316, 342
327, 339
333, 337
332, 336
312, 332

167, 343
173, 343
167, 350
172, 351
172, 352
166, 351
167, 350
165, 350
163, 347

339, 336
340, 337
336, 337
341, 338
344, 341
341, 349
343, 352
339, 352
341, 349
333, 338
336, 337
334, 337

308, 350
310, 352
299, 348
302, 348
296, 346
302, 345
303, 347
302, 348

576, 345
579, 347
578, 348
580, 348
582, 350
580, 351
578, 350
578, 348

412, 347
411, 350
410, 348

362, 332
380, 346
383, 349
375, 350
380, 346
359, 342
351, 334

574, 347
578, 348
577, 349

521, 313
538, 324
540, 328
548, 331
549, 338
545, 339
547, 343
549, 344
550, 349
547, 343
524, 340
545, 339
540, 328
519, 322

156, 342
161, 342
163, 347
160, 349

508, 341
512, 348
496, 343
493, 342

408, 342
410, 348
405, 348

200, 322
205, 324
204, 325
211, 330
206, 337
218, 347
200, 346
206, 337
199, 330
204, 325
199, 322

287, 340
291, 344
296, 346
293, 347
291, 344
283, 341

145, 341
156, 342
151, 347
141, 345

509, 338
513, 339
515, 340
515, 341
511, 341
514, 343
513, 347
511, 341
510, 340

305, 334
312, 332
316, 342
305, 344
306, 346
304, 347
302, 345
305, 344
300, 336
305, 335

78, 283
78, 285
83, 286
80, 294
92, 294
99, 302
67, 347
80, 294
73, 293
78, 285
73, 284

189, 323
175, 341
176, 344
179, 344
177, 346
176, 344
173, 343
175, 341
174, 337

426, 321
427, 324
439, 328
442, 328
446, 333
446, 341
453, 344
453, 345
447, 345
446, 341
437, 338
439, 328
429, 327
427, 324
425, 324

515, 339
513, 339
508, 334
506, 330
516, 337
515, 339
516, 339
516, 341
515, 341
